Sample,Location,Transect,Date,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Number Individuals
10847,HAMH,HH54,2022-10-24,F0361,6,,,B,14.3,77,2,10
10847,HAMH,HH54,2022-10-24,F0361,7,,,B,14.3,65,1,10
10847,HAMH,HH54,2022-10-24,F0361,8,,,W,14.3,52,1,10
10847,HAMH,HH54,2022-10-24,F0361,9,,,B,14.3,81,2,10
10847,HAMH,HH54,2022-10-24,F0361,10,,,W,14.3,54,1,10
10848,HAMH,HH53,2022-10-24,F0220,1,,,N,12,90,12,1
10848,HAMH,HH53,2022-10-24,F0311,1,,,N,148,161,98,2
10848,HAMH,HH53,2022-10-24,F0311,2,,,N,148,135,50,2
10848,HAMH,HH53,2022-10-24,F0312,1,,,N,73,143,73,1
10848,HAMH,HH53,2022-10-24,F0314,1,,,N,185,109,120,6
10848,HAMH,HH53,2022-10-24,F0314,2,,,N,185,70,6,6
10848,HAMH,HH53,2022-10-24,F0314,3,,,N,185,101,22,6
10848,HAMH,HH53,2022-10-24,F0314,4,,,N,185,91,18,6
10848,HAMH,HH53,2022-10-24,F0314,5,,,N,185,91,16,6
10848,HAMH,HH53,2022-10-24,F0314,6,,,N,185,53,3,6
10848,HAMH,HH53,2022-10-24,F0317,1,,,N,219,161,67,5
10848,HAMH,HH53,2022-10-24,F0317,2,,,N,219,196,124,5
10848,HAMH,HH53,2022-10-24,F0317,3,,,N,219,102,14,5
10848,HAMH,HH53,2022-10-24,F0317,4,,,N,219,84,8,5
10848,HAMH,HH53,2022-10-24,F0317,5,,,N,219,78,6,5
10848,HAMH,HH53,2022-10-24,F0342,1,,,N,255,104,10,20
10848,HAMH,HH53,2022-10-24,F0342,2,,,N,255,107,13,20
10848,HAMH,HH53,2022-10-24,F0342,3,,,N,255,120,19,20
10848,HAMH,HH53,2022-10-24,F0342,4,,,N,255,111,15,20
10848,HAMH,HH53,2022-10-24,F0342,5,,,N,255,115,18,20
10848,HAMH,HH53,2022-10-24,F0342,6,,,N,255,120,16,20
10848,HAMH,HH53,2022-10-24,F0342,7,,,N,255,120,17,20
10848,HAMH,HH53,2022-10-24,F0342,8,,,N,255,103,12,20
10848,HAMH,HH53,2022-10-24,F0342,9,,,N,255,81,4,20
10848,HAMH,HH53,2022-10-24,F0342,10,,,N,255,105,12,20
10848,HAMH,HH53,2022-10-24,F0342,11,,,N,255,101,10,20
10848,HAMH,HH53,2022-10-24,F0342,12,,,N,255,114,13,20
10848,HAMH,HH53,2022-10-24,F0342,13,,,N,255,108,14,20
10848,HAMH,HH53,2022-10-24,F0342,14,,,N,255,108,13,20
10848,HAMH,HH53,2022-10-24,F0342,15,,,N,255,119,16,20
10848,HAMH,HH53,2022-10-24,F0342,16,,,N,255,107,10,20
10848,HAMH,HH53,2022-10-24,F0342,17,,,N,255,105,11,20
10848,HAMH,HH53,2022-10-24,F0342,18,,,N,255,115,15,20
10848,HAMH,HH53,2022-10-24,F0342,19,,,N,255,90,6,20
10848,HAMH,HH53,2022-10-24,F0342,20,,,N,255,104,11,20
10848,HAMH,HH53,2022-10-24,F0361,1,,,N,8,79,2,5
10848,HAMH,HH53,2022-10-24,F0361,2,,,N,8,87,2,5
10848,HAMH,HH53,2022-10-24,F0361,3,,,N,8,79,2,5
10848,HAMH,HH53,2022-10-24,F0361,4,,,N,8,65,1,5
10848,HAMH,HH53,2022-10-24,F0361,5,,,N,8,67,1,5
10849,HAMH,HH44,2022-10-25,F0181,1,,,N,57,130,57,1
10849,HAMH,HH44,2022-10-25,F0201,1,,,N,6,79,6,1
10849,HAMH,HH44,2022-10-25,F0208,1,,,W,0.9,42,0.9,1
10849,HAMH,HH44,2022-10-25,F0220,1,,,N,19,91,10,3
10849,HAMH,HH44,2022-10-25,F0220,2,,,N,19,74,5,3
10849,HAMH,HH44,2022-10-25,F0220,3,,,N,19,71,4,3
10849,HAMH,HH44,2022-10-25,F0313,1,,,N,15,62,5,3
10849,HAMH,HH44,2022-10-25,F0313,2,,,N,15,57,4,3
10849,HAMH,HH44,2022-10-25,F0313,3,,,N,15,67,6,3
10849,HAMH,HH44,2022-10-25,F0314,1,,,N,53,57,4,13
10849,HAMH,HH44,2022-10-25,F0314,2,,,N,53,55,5,13
10849,HAMH,HH44,2022-10-25,F0314,3,,,N,53,51,2,13
10849,HAMH,HH44,2022-10-25,F0314,4,,,N,53,88,15,13
10849,HAMH,HH44,2022-10-25,F0314,5,,,N,53,58,4,13
10849,HAMH,HH44,2022-10-25,F0314,6,,,N,53,50,2,13
10849,HAMH,HH44,2022-10-25,F0314,7,,,N,53,42,2,13
10849,HAMH,HH44,2022-10-25,F0314,8,,,N,53,46,2,13
10849,HAMH,HH44,2022-10-25,F0314,9,,,N,53,51,3,13
10849,HAMH,HH44,2022-10-25,F0314,10,,,N,53,56,4,13
10849,HAMH,HH44,2022-10-25,F0314,11,,,N,53,55,4,13
10849,HAMH,HH44,2022-10-25,F0314,12,,,N,53,50,2,13
10849,HAMH,HH44,2022-10-25,F0314,13,,,N,53,52,4,13
10849,HAMH,HH44,2022-10-25,F0317,1,,,N,764,113,19,21
10849,HAMH,HH44,2022-10-25,F0317,2,,,N,764,110,18,21
10849,HAMH,HH44,2022-10-25,F0317,3,,,N,764,85,8,21
10849,HAMH,HH44,2022-10-25,F0317,4,,,N,764,140,42,21
10849,HAMH,HH44,2022-10-25,F0317,5,,,N,764,133,37,21
10849,HAMH,HH44,2022-10-25,F0317,6,,,N,764,170,88,21
10849,HAMH,HH44,2022-10-25,F0317,7,,,N,764,74,7,21
10849,HAMH,HH44,2022-10-25,F0317,8,,,N,764,158,63,21
10849,HAMH,HH44,2022-10-25,F0317,9,,,N,764,136,38,21
10849,HAMH,HH44,2022-10-25,F0317,10,,,N,764,133,43,21
10849,HAMH,HH44,2022-10-25,F0317,11,,,N,764,108,19,21
10849,HAMH,HH44,2022-10-25,F0317,12,,,N,764,144,43,21
10849,HAMH,HH44,2022-10-25,F0317,13,,,N,764,97,13,21
10849,HAMH,HH44,2022-10-25,F0317,14,,,N,764,239,253,21
10849,HAMH,HH44,2022-10-25,F0317,15,,,N,764,106,19,21
10849,HAMH,HH44,2022-10-25,F0317,16,,,N,764,69,4,21
10849,HAMH,HH44,2022-10-25,F0317,17,,,N,764,121,26,21
10849,HAMH,HH44,2022-10-25,F0317,18,,,N,764,70,6,21
10849,HAMH,HH44,2022-10-25,F0317,19,,,N,764,74,6,21
10849,HAMH,HH44,2022-10-25,F0317,20,,,N,764,71,5,21
10849,HAMH,HH44,2022-10-25,F0317,21,,,N,764,79,7,21
10849,HAMH,HH44,2022-10-25,F0331,1,,,N,248,97,11,15
10849,HAMH,HH44,2022-10-25,F0331,2,,,N,248,102,13,15
10849,HAMH,HH44,2022-10-25,F0331,3,,,N,248,95,11,15
10849,HAMH,HH44,2022-10-25,F0331,4,,,N,248,108,16,15
10849,HAMH,HH44,2022-10-25,F0331,5,,,N,248,107,13,15
10849,HAMH,HH44,2022-10-25,F0331,6,,,N,248,106,16,15
10849,HAMH,HH44,2022-10-25,F0331,7,,,N,248,184,82,15
10849,HAMH,HH44,2022-10-25,F0331,8,,,N,248,104,13,15
10849,HAMH,HH44,2022-10-25,F0331,9,,,N,248,102,13,15
10849,HAMH,HH44,2022-10-25,F0331,10,,,N,248,87,8,15
10849,HAMH,HH44,2022-10-25,F0331,11,,,N,248,89,9,15
10849,HAMH,HH44,2022-10-25,F0331,12,,,N,248,89,10,15
10849,HAMH,HH44,2022-10-25,F0331,13,,,N,248,85,9,15
10849,HAMH,HH44,2022-10-25,F0331,14,,,N,248,111,15,15
10849,HAMH,HH44,2022-10-25,F0331,15,,,N,248,91,9,15
10849,HAMH,HH44,2022-10-25,F0361,1,,,B,42.3,75,3,20
10849,HAMH,HH44,2022-10-25,F0361,2,,,W,42.3,73,1.6,20
10849,HAMH,HH44,2022-10-25,F0361,3,,,B,42.3,72,1,20
10849,HAMH,HH44,2022-10-25,F0361,4,,,W,42.3,68,1.4,20
10849,HAMH,HH44,2022-10-25,F0361,5,,,B,42.3,74,3,20
10849,HAMH,HH44,2022-10-25,F0361,6,,,B,42.3,73,2,20
10849,HAMH,HH44,2022-10-25,F0361,7,,,B,42.3,71,2,20
10849,HAMH,HH44,2022-10-25,F0361,8,,,B,42.3,71,1,20
10849,HAMH,HH44,2022-10-25,F0361,9,,,B,42.3,86,3,20
10849,HAMH,HH44,2022-10-25,F0361,10,,,B,42.3,82,3,20
10849,HAMH,HH44,2022-10-25,F0361,11,,,B,42.3,75,2,20
10849,HAMH,HH44,2022-10-25,F0361,12,,,B,42.3,74,2,20
10849,HAMH,HH44,2022-10-25,F0361,13,,,B,42.3,83,2,20
10849,HAMH,HH44,2022-10-25,F0361,14,,,B,42.3,76,2,20
10849,HAMH,HH44,2022-10-25,F0361,15,,,B,42.3,78,3,20
10849,HAMH,HH44,2022-10-25,F0361,16,,,W,42.3,64,1.3,20
10849,HAMH,HH44,2022-10-25,F0361,17,,,B,42.3,80,3,20
10849,HAMH,HH44,2022-10-25,F0361,18,,,B,42.3,73,2,20
10849,HAMH,HH44,2022-10-25,F0361,19,,,B,42.3,71,1,20
10849,HAMH,HH44,2022-10-25,F0361,20,,,B,42.3,75,3,20
10850,HAMH,HH55,2022-10-25,F0075,1,,,N,4580,746,4580,1
10850,HAMH,HH55,2022-10-25,F0220,1,,,N,330,85,11,11
10850,HAMH,HH55,2022-10-25,F0220,2,,,N,330,239,236,11
10850,HAMH,HH55,2022-10-25,F0220,3,,,N,330,90,11,11
10850,HAMH,HH55,2022-10-25,F0220,4,,,N,330,89,11,11
10850,HAMH,HH55,2022-10-25,F0220,5,,,N,330,108,19,11
10850,HAMH,HH55,2022-10-25,F0220,6,,,N,330,94,13,11
10850,HAMH,HH55,2022-10-25,F0220,7,,,N,330,72,4,11
10850,HAMH,HH55,2022-10-25,F0220,8,,,N,330,71,6,11
10850,HAMH,HH55,2022-10-25,F0220,9,,,N,330,75,5,11
10850,HAMH,HH55,2022-10-25,F0220,10,,,N,330,67,4,11
10850,HAMH,HH55,2022-10-25,F0220,11,,,N,330,93,10,11
10850,HAMH,HH55,2022-10-25,F0311,1,,,N,7,59,4,2
10850,HAMH,HH55,2022-10-25,F0311,2,,,N,7,46,3,2
10850,HAMH,HH55,2022-10-25,F0313,1,,,N,5,60,5,1
10850,HAMH,HH55,2022-10-25,F0314,1,,,N,2,47,2,1
10850,HAMH,HH55,2022-10-25,F0317,1,,,N,742,150,51,13
10850,HAMH,HH55,2022-10-25,F0317,2,,,N,742,217,170,13
10850,HAMH,HH55,2022-10-25,F0317,3,,,N,742,87,11,13
10850,HAMH,HH55,2022-10-25,F0317,4,,,N,742,137,37,13
10850,HAMH,HH55,2022-10-25,F0317,5,,,N,742,145,49,13
10850,HAMH,HH55,2022-10-25,F0317,6,,,N,742,112,22,13
10850,HAMH,HH55,2022-10-25,F0317,7,,,N,742,109,22,13
10850,HAMH,HH55,2022-10-25,F0317,8,,,N,742,175,88,13
10850,HAMH,HH55,2022-10-25,F0317,9,,,N,742,104,16,13
10850,HAMH,HH55,2022-10-25,F0317,10,,,N,742,142,39,13
10850,HAMH,HH55,2022-10-25,F0317,11,,,N,742,122,28,13
10850,HAMH,HH55,2022-10-25,F0317,12,,,N,742,229,202,13
10850,HAMH,HH55,2022-10-25,F0317,13,,,N,742,79,7,13
10850,HAMH,HH55,2022-10-25,F0331,1,,,N,48,91,10,4
10850,HAMH,HH55,2022-10-25,F0331,2,,,N,48,102,13,4
10850,HAMH,HH55,2022-10-25,F0331,3,,,N,48,102,13,4
10850,HAMH,HH55,2022-10-25,F0331,4,,,N,48,98,12,4
10850,HAMH,HH55,2022-10-25,F0342,1,,,N,11,102,11,1
10850,HAMH,HH55,2022-10-25,F0361,1,,,B,23.2,72,2,10
10850,HAMH,HH55,2022-10-25,F0361,2,,,B,23.2,99,5,10
10850,HAMH,HH55,2022-10-25,F0361,3,,,W,23.2,60,1.2,10
10850,HAMH,HH55,2022-10-25,F0361,4,,,B,23.2,73,2,10
10850,HAMH,HH55,2022-10-25,F0361,5,,,B,23.2,66,2,10
10850,HAMH,HH55,2022-10-25,F0361,6,,,B,23.2,73,2,10
10850,HAMH,HH55,2022-10-25,F0361,7,,,B,23.2,82,3,10
10850,HAMH,HH55,2022-10-25,F0361,8,,,B,23.2,75,2,10
10850,HAMH,HH55,2022-10-25,F0361,9,,,B,23.2,69,2,10
10850,HAMH,HH55,2022-10-25,F0361,10,,,B,23.2,74,2,10
10851,HAMH,HH57,2022-10-25,F0186,1,,,N,7680,560,7680,1
10851,HAMH,HH57,2022-10-25,F0220,1,,,N,10,77,6,2
10851,HAMH,HH57,2022-10-25,F0220,2,,,N,10,71,4,2
10851,HAMH,HH57,2022-10-25,F0233,1,,,N,1902,308,436,5
10851,HAMH,HH57,2022-10-25,F0233,2,,,N,1902,327,483,5
10851,HAMH,HH57,2022-10-25,F0233,3,,,N,1902,280,348,5
10851,HAMH,HH57,2022-10-25,F0233,4,,,N,1902,332,533,5
10851,HAMH,HH57,2022-10-25,F0233,5,,,N,1902,201,102,5
10851,HAMH,HH57,2022-10-25,F0317,1,,,N,1058,297,436,5
10851,HAMH,HH57,2022-10-25,F0317,2,,,N,1058,315,564,5
10851,HAMH,HH57,2022-10-25,F0317,3,,,N,1058,87,10,5
10851,HAMH,HH57,2022-10-25,F0317,4,,,N,1058,123,27,5
10851,HAMH,HH57,2022-10-25,F0317,5,,,N,1058,111,21,5
10851,HAMH,HH57,2022-10-25,F0331,1,,,N,13,103,13,1
10851,HAMH,HH57,2022-10-25,F0361,1,,,N,27,74,2,14
10851,HAMH,HH57,2022-10-25,F0361,2,,,N,27,85,3,14
10851,HAMH,HH57,2022-10-25,F0361,3,,,N,27,79,2,14
10851,HAMH,HH57,2022-10-25,F0361,4,,,N,27,85,3,14
10851,HAMH,HH57,2022-10-25,F0361,5,,,N,27,73,1,14
10851,HAMH,HH57,2022-10-25,F0361,6,,,N,27,72,2,14
10851,HAMH,HH57,2022-10-25,F0361,7,,,N,27,79,2,14
10851,HAMH,HH57,2022-10-25,F0361,8,,,N,27,74,1,14
10851,HAMH,HH57,2022-10-25,F0361,9,,,N,27,71,1,14
10851,HAMH,HH57,2022-10-25,F0361,10,,,N,27,67,3,14
10851,HAMH,HH57,2022-10-25,F0361,11,,,N,27,79,2,14
10851,HAMH,HH57,2022-10-25,F0361,12,,,N,27,79,2,14
10851,HAMH,HH57,2022-10-25,F0361,13,,,N,27,73,2,14
10851,HAMH,HH57,2022-10-25,F0361,14,,,N,27,72,1,14
10852,HAMH,HH56,2022-10-25,F0220,1,,,N,332,79,7,4
10852,HAMH,HH56,2022-10-25,F0220,2,,,N,332,79,5,4
10852,HAMH,HH56,2022-10-25,F0220,3,,,N,332,74,5,4
10852,HAMH,HH56,2022-10-25,F0220,4,,,N,332,233,315,4
10852,HAMH,HH56,2022-10-25,F0314,1,,,N,3,54,3,1
10852,HAMH,HH56,2022-10-25,F0317,1,,,N,462,133,36,7
10852,HAMH,HH56,2022-10-25,F0317,2,,,N,462,135,35,7
10852,HAMH,HH56,2022-10-25,F0317,3,,,N,462,90,11,7
10852,HAMH,HH56,2022-10-25,F0317,4,,,N,462,110,20,7
10852,HAMH,HH56,2022-10-25,F0317,5,,,N,462,89,10,7
10852,HAMH,HH56,2022-10-25,F0317,6,,,N,462,87,8,7
10852,HAMH,HH56,2022-10-25,F0317,7,,,N,462,265,342,7
10852,HAMH,HH56,2022-10-25,F0331,1,,,N,33,105,15,2
10852,HAMH,HH56,2022-10-25,F0331,2,,,N,33,119,18,2
10852,HAMH,HH56,2022-10-25,F0342,1,,,N,10,101,10,1
10852,HAMH,HH56,2022-10-25,F0361,1,,,B,30.3,82,3,17
10852,HAMH,HH56,2022-10-25,F0361,2,,,B,30.3,74,1,17
10852,HAMH,HH56,2022-10-25,F0361,3,,,B,30.3,75,1,17
10852,HAMH,HH56,2022-10-25,F0361,4,,,B,30.3,83,3,17
10852,HAMH,HH56,2022-10-25,F0361,5,,,B,30.3,74,2,17
10852,HAMH,HH56,2022-10-25,F0361,6,,,B,30.3,71,1,17
10852,HAMH,HH56,2022-10-25,F0361,7,,,B,30.3,70,1,17
10852,HAMH,HH56,2022-10-25,F0361,8,,,B,30.3,83,3,17
10852,HAMH,HH56,2022-10-25,F0361,9,,,B,30.3,75,2,17
10852,HAMH,HH56,2022-10-25,F0361,10,,,B,30.3,85,3,17
10852,HAMH,HH56,2022-10-25,F0361,11,,,B,30.3,70,1,17
10852,HAMH,HH56,2022-10-25,F0361,12,,,W,30.3,64,1.3,17
10852,HAMH,HH56,2022-10-25,F0361,13,,,B,30.3,73,2,17
10852,HAMH,HH56,2022-10-25,F0361,14,,,B,30.3,77,2,17
10852,HAMH,HH56,2022-10-25,F0361,15,,,B,30.3,75,2,17
10852,HAMH,HH56,2022-10-25,F0361,16,,,B,30.3,69,1,17
10852,HAMH,HH56,2022-10-25,F0361,17,,,B,30.3,72,1,17
10853,HAMH,HH19,2023-05-09,F0163,1,,,N,3908,447,1438,3
10853,HAMH,HH19,2023-05-09,F0163,2,,,N,3908,408,1090,3
10853,HAMH,HH19,2023-05-09,F0163,3,,,N,3908,456,1380,3
10853,HAMH,HH19,2023-05-09,F0301,1,,,N,136,146,56,2
10853,HAMH,HH19,2023-05-09,F0301,2,,,N,136,162,80,2
10853,HAMH,HH19,2023-05-09,F0334,1,,,N,4880,472,4880,1
10854,HAMH,HH30,2023-05-09,F0063,1,,,N,2450,418,1090,3
10854,HAMH,HH30,2023-05-09,F0063,2,,,N,2450,298,450,3
10854,HAMH,HH30,2023-05-09,F0063,3,,,N,2450,376,910,3
10854,HAMH,HH30,2023-05-09,F0196,1,,,N,7,67,7,1
10857,HAMH,HH18,2023-05-09,F0163,1,,,N,1045,374,860,2
10857,HAMH,HH18,2023-05-09,F0163,2,,,N,1045,235,185,2
10858,HAMH,HH17,2023-05-09,F0063,1,,,N,750,407,750,1
10859,HAMH,HH24,2023-05-09,F0301,1,,,N,105,146,43,2
10859,HAMH,HH24,2023-05-09,F0301,2,,,N,105,132,62,2
10861,HAMH,HH14,2023-05-09,F0163,1,,,N,770,374,770,1
10861,HAMH,HH14,2023-05-09,F0301,1,,,N,51,140,51,1
10862,HAMH,HH45,2023-05-10,F0301,1,,,N,248,142,52,5
10862,HAMH,HH45,2023-05-10,F0301,2,,,N,248,143,56,5
10862,HAMH,HH45,2023-05-10,F0301,3,,,N,248,138,42,5
10862,HAMH,HH45,2023-05-10,F0301,4,,,N,248,128,42,5
10862,HAMH,HH45,2023-05-10,F0301,5,,,N,248,149,56,5
10862,HAMH,HH45,2023-05-10,F0311,1,,,N,536,215,305,2
10862,HAMH,HH45,2023-05-10,F0311,2,,,N,536,203,231,2
10862,HAMH,HH45,2023-05-10,F0314,1,,,N,180,108,37,7
10862,HAMH,HH45,2023-05-10,F0314,2,,,N,180,95,18,7
10862,HAMH,HH45,2023-05-10,F0314,3,,,N,180,138,62,7
10862,HAMH,HH45,2023-05-10,F0314,4,,,N,180,78,10,7
10862,HAMH,HH45,2023-05-10,F0314,5,,,N,180,81,14,7
10862,HAMH,HH45,2023-05-10,F0314,6,,,N,180,105,30,7
10862,HAMH,HH45,2023-05-10,F0314,7,,,N,180,80,9,7
10863,HAMH,HH44,2023-05-10,F0063,1,,,N,47,140,47,1
10863,HAMH,HH44,2023-05-10,F0196,1,,,N,5,76,5,1
10863,HAMH,HH44,2023-05-10,F0220,1,,,N,15,74,6,2
10863,HAMH,HH44,2023-05-10,F0220,2,,,N,15,80,9,2
10863,HAMH,HH44,2023-05-10,F0301,1,,,N,48,141,48,1
10863,HAMH,HH44,2023-05-10,F0311,1,,,N,209,203,209,1
10863,HAMH,HH44,2023-05-10,F0317,1,,,N,1355,313,617,2
10863,HAMH,HH44,2023-05-10,F0317,2,,,N,1355,323,738,2
10864,HAMH,HH43B,2023-05-10,F0063,1,,,N,740,370,740,1
10864,HAMH,HH43B,2023-05-10,F0301,1,,,N,46,137,46,1
10864,HAMH,HH43B,2023-05-10,F0311,1,,,N,758,228,336,2
10864,HAMH,HH43B,2023-05-10,F0311,2,,,N,758,247,422,2
10864,HAMH,HH43B,2023-05-10,F0331,1,,,N,59,164,59,1
10864,HAMH,HH43B,2023-05-10,F0601,1,,,N,2820,511,2820,1
10865,HAMH,HH37,2023-05-10,F0131,1,,,N,1860,625,1860,1
10865,HAMH,HH37,2023-05-10,F0163,1,,,N,1470,488,1470,1
10866,HAMH,HH38,2023-05-10,F0163,1,,,N,1120,432,1120,1
10866,HAMH,HH38,2023-05-10,F0201,1,,,N,10,99,10,1
10866,HAMH,HH38,2023-05-10,F0208,1,,,N,9,104,9,1
10866,HAMH,HH38,2023-05-10,F0233,1,,,N,8,89,8,1
10866,HAMH,HH38,2023-05-10,F0311,1,,,N,43,143,43,1
10866,HAMH,HH38,2023-05-10,F0313,1,,,N,5,64,5,1
10866,HAMH,HH38,2023-05-10,F0314,1,,,N,115,124,43,4
10866,HAMH,HH38,2023-05-10,F0314,2,,,N,115,146,45,4
10866,HAMH,HH38,2023-05-10,F0314,3,,,N,115,95,16,4
10866,HAMH,HH38,2023-05-10,F0314,4,,,N,115,103,11,4
10866,HAMH,HH38,2023-05-10,F0331,1,,,N,91,131,21,6
10866,HAMH,HH38,2023-05-10,F0331,2,,,N,91,121,17,6
10866,HAMH,HH38,2023-05-10,F0331,3,,,N,91,102,13,6
10866,HAMH,HH38,2023-05-10,F0331,4,,,N,91,88,11,6
10866,HAMH,HH38,2023-05-10,F0331,5,,,N,91,100,14,6
10866,HAMH,HH38,2023-05-10,F0331,6,,,N,91,124,15,6
10867,HAMH,HH50,2023-05-10,F0063,1,,,N,13330,373,890,16
10867,HAMH,HH50,2023-05-10,F0063,2,,,N,13330,380,780,16
10867,HAMH,HH50,2023-05-10,F0063,3,,,N,13330,394,1090,16
10867,HAMH,HH50,2023-05-10,F0063,4,,,N,13330,374,820,16
10867,HAMH,HH50,2023-05-10,F0063,5,,,N,13330,352,720,16
10867,HAMH,HH50,2023-05-10,F0063,6,,,N,13330,378,750,16
10867,HAMH,HH50,2023-05-10,F0063,7,,,N,13330,364,710,16
10867,HAMH,HH50,2023-05-10,F0063,8,,,N,13330,371,810,16
10867,HAMH,HH50,2023-05-10,F0063,9,,,N,13330,394,1090,16
10867,HAMH,HH50,2023-05-10,F0063,10,,,N,13330,389,950,16
10867,HAMH,HH50,2023-05-10,F0063,11,,,N,13330,382,780,16
10867,HAMH,HH50,2023-05-10,F0063,12,,,N,13330,384,770,16
10867,HAMH,HH50,2023-05-10,F0063,13,,,N,13330,373,690,16
10867,HAMH,HH50,2023-05-10,F0063,14,,,N,13330,390,920,16
10867,HAMH,HH50,2023-05-10,F0063,15,,,N,13330,398,900,16
10867,HAMH,HH50,2023-05-10,F0063,16,,,N,13330,354,660,16
10867,HAMH,HH50,2023-05-10,F0301,1,,,N,118,144,55,2
10867,HAMH,HH50,2023-05-10,F0301,2,,,N,118,161,63,2
10867,HAMH,HH50,2023-05-10,F0311,1,,,N,295,224,295,1
10868,HAMH,HH51,2023-05-10,F0063,1,,,N,1530,384,780,2
10868,HAMH,HH51,2023-05-10,F0063,2,,,N,1530,364,750,2
10868,HAMH,HH51,2023-05-10,F0163,1,,,N,95,144,62,2
10868,HAMH,HH51,2023-05-10,F0163,2,,,N,95,138,33,2
10868,HAMH,HH51,2023-05-10,F0311,1,,,N,403,254,403,1
10868,HAMH,HH51,2023-05-10,F0317,1,,,N,266,264,266,1
10869,HAMH,HH52,2023-05-11,F0063,1,,,N,760,362,760,1
10870,HAMH,HH34,2023-05-10,F0063,1,,,N,4051,382,980,5
10870,HAMH,HH34,2023-05-10,F0063,2,,,N,4051,373,689,5
10870,HAMH,HH34,2023-05-10,F0063,3,,,N,4051,372,760,5
10870,HAMH,HH34,2023-05-10,F0063,4,,,N,4051,362,712,5
10870,HAMH,HH34,2023-05-10,F0063,5,,,N,4051,379,910,5
10870,HAMH,HH34,2023-05-10,F0201,1,,,N,9,77,9,1
10870,HAMH,HH34,2023-05-10,F0233,1,,,N,970,352,970,1
10870,HAMH,HH34,2023-05-10,F0331,1,,,N,66,160,49,2
10870,HAMH,HH34,2023-05-10,F0331,2,,,N,66,109,17,2
10870,HAMH,HH34,2023-05-10,F0334,1,,,N,4920,580,2180,2
10870,HAMH,HH34,2023-05-10,F0334,2,,,N,4920,614,2740,2
10870,HAMH,HH34,2023-05-10,F0342,1,,,N,3,83,3,1
10871,HAMH,HH36,2023-05-10,F0063,1,,,N,2786,368,642,3
10871,HAMH,HH36,2023-05-10,F0063,2,,,N,2786,389,1020,3
10871,HAMH,HH36,2023-05-10,F0063,3,,,N,2786,425,1124,3
10871,HAMH,HH36,2023-05-10,F0201,1,,,N,12,78,7,2
10871,HAMH,HH36,2023-05-10,F0201,2,,,N,12,84,5,2
10871,HAMH,HH36,2023-05-10,F0301,1,,,N,20,150,20,1
10871,HAMH,HH36,2023-05-10,F0313,1,,,N,7,64,7,1
10871,HAMH,HH36,2023-05-10,F0331,1,,,N,153,148,44,6
10871,HAMH,HH36,2023-05-10,F0331,2,,,N,153,133,57,6
10871,HAMH,HH36,2023-05-10,F0331,3,,,N,153,122,27,6
10871,HAMH,HH36,2023-05-10,F0331,4,,,N,153,106,9,6
10871,HAMH,HH36,2023-05-10,F0331,5,,,N,153,106,8,6
10871,HAMH,HH36,2023-05-10,F0331,6,,,N,153,105,8,6
10871,HAMH,HH36,2023-05-10,F0334,1,,,N,2510,571,2510,1
10871,HAMH,HH36,2023-05-10,F0342,1,,,N,11,89,6,2
10871,HAMH,HH36,2023-05-10,F0342,2,,,N,11,98,5,2
10871,HAMH,HH36,2023-05-10,F0366,1,,,N,7,77,7,1
10872,HAMH,HH39,2023-05-10,F0063,1,,,N,3080,403,1210,3
10872,HAMH,HH39,2023-05-10,F0063,2,,,N,3080,371,860,3
10872,HAMH,HH39,2023-05-10,F0063,3,,,N,3080,398,1010,3
10872,HAMH,HH39,2023-05-10,F0163,1,,,N,1500,480,1500,1
10872,HAMH,HH39,2023-05-10,F0220,1,,,N,22,67,4,4
10872,HAMH,HH39,2023-05-10,F0220,2,,,N,22,75,5,4
10872,HAMH,HH39,2023-05-10,F0220,3,,,N,22,74,5,4
10872,HAMH,HH39,2023-05-10,F0220,4,,,N,22,101,8,4
10872,HAMH,HH39,2023-05-10,F0301,1,,,N,4,73,4,1
10872,HAMH,HH39,2023-05-10,F0317,1,,,N,2680,505,2680,1
10873,HAMH,HH42A,2023-05-10,F0063,1,,,N,7050,390,990,7
10873,HAMH,HH42A,2023-05-10,F0063,2,,,N,7050,373,760,7
10873,HAMH,HH42A,2023-05-10,F0063,3,,,N,7050,436,1120,7
10873,HAMH,HH42A,2023-05-10,F0063,4,,,N,7050,367,840,7
10873,HAMH,HH42A,2023-05-10,F0063,5,,,N,7050,378,890,7
10873,HAMH,HH42A,2023-05-10,F0063,6,,,N,7050,388,880,7
10873,HAMH,HH42A,2023-05-10,F0063,7,,,N,7050,431,1570,7
10873,HAMH,HH42A,2023-05-10,F0163,1,,,N,360,265,360,1
10873,HAMH,HH42A,2023-05-10,F0220,1,,,N,16,87,4,2
10873,HAMH,HH42A,2023-05-10,F0220,2,,,N,16,75,12,2
10873,HAMH,HH42A,2023-05-10,F0301,1,,,N,63,160,63,1
10873,HAMH,HH42A,2023-05-10,F0311,1,,,N,188,193,188,1
10873,HAMH,HH42A,2023-05-10,F0361,1,,,N,2,92,2,1
10874,HAMH,HH42B,2023-05-10,F0063,1,,,N,15550,388,850,19
10874,HAMH,HH42B,2023-05-10,F0063,2,,,N,15550,408,810,19
